T,Vgs,Vds,Id,Cgs,Cgd,Cds
325.0,15.0,300.0,10.569796668532186,1.15e-13,0.0,4.824833223044731e-14
325.0,15.0,400.0,13.589738573827097,1.15e-13,0.0,4.1796445423175375e-14
325.0,15.0,500.0,16.609680479122005,1.15e-13,0.0,3.739040973516833e-14
325.0,15.0,600.0,19.62962238441692,1.15e-13,0.0,3.413659534382498e-14
325.0,15.0,700.0,22.649564289711826,1.15e-13,0.0,3.16069770620507e-14
325.0,15.0,800.0,25.66950619500674,1.15e-13,0.0,2.956746597759446e-14
325.0,17.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
325.0,17.5,100.0,6.285403966882683,1.15e-13,0.0,8.337470009355456e-14
325.0,17.5,200.0,10.475673278137805,1.15e-13,0.0,5.90575374144646e-14
325.0,17.5,300.0,14.665942589392927,1.15e-13,0.0,4.824833223044731e-14
325.0,17.5,400.0,18.85621190064805,1.15e-13,0.0,4.1796445423175375e-14
325.0,17.5,500.0,23.04648121190317,1.15e-13,0.0,3.739040973516833e-14
325.0,17.5,600.0,27.236750523158292,1.15e-13,0.0,3.413659534382498e-14
325.0,17.5,700.0,31.427019834413414,1.15e-13,0.0,3.16069770620507e-14
325.0,17.5,800.0,35.617289145668536,1.15e-13,0.0,2.956746597759446e-14
325.0,20.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
325.0,20.0,100.0,8.327740028264229,1.15e-13,0.0,8.337470009355456e-14
325.0,20.0,200.0,13.879566713773714,1.15e-13,0.0,5.90575374144646e-14
325.0,20.0,300.0,19.431393399283202,1.15e-13,0.0,4.824833223044731e-14
325.0,20.0,400.0,24.983220084792684,1.15e-13,0.0,4.1796445423175375e-14
325.0,20.0,500.0,30.535046770302174,1.15e-13,0.0,3.739040973516833e-14
325.0,20.0,600.0,36.086873455811656,1.15e-13,0.0,3.413659534382498e-14
325.0,20.0,700.0,41.638700141321145,1.15e-13,0.0,3.16069770620507e-14
325.0,20.0,800.0,47.19052682683063,1.15e-13,0.0,2.956746597759446e-14
350.0,0.0,0.0,0.0,0.0,0.0,1e-12
350.0,0.0,100.0,0.0,0.0,0.0,8.337470009355456e-14
350.0,0.0,200.0,0.0,0.0,0.0,5.90575374144646e-14
350.0,0.0,300.0,0.0,0.0,0.0,4.824833223044731e-14
350.0,0.0,400.0,0.0,0.0,0.0,4.1796445423175375e-14
350.0,0.0,500.0,0.0,0.0,0.0,3.739040973516833e-14
350.0,0.0,600.0,0.0,0.0,0.0,3.413659534382498e-14
350.0,0.0,700.0,0.0,0.0,0.0,3.16069770620507e-14
350.0,0.0,800.0,0.0,0.0,0.0,2.956746597759446e-14
350.0,2.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
350.0,2.5,100.0,0.05256542006480043,1.15e-13,0.0,8.337470009355456e-14
350.0,2.5,200.0,0.08760903344133404,1.15e-13,0.0,5.90575374144646e-14
350.0,2.5,300.0,0.12265264681786767,1.15e-13,0.0,4.824833223044731e-14
350.0,2.5,400.0,0.15769626019440128,1.15e-13,0.0,4.1796445423175375e-14
350.0,2.5,500.0,0.1927398735709349,1.15e-13,0.0,3.739040973516833e-14
350.0,2.5,600.0,0.22778348694746853,1.15e-13,0.0,3.413659534382498e-14
350.0,2.5,700.0,0.26282710032400214,1.15e-13,0.0,3.16069770620507e-14
350.0,2.5,800.0,0.29787071370053575,1.15e-13,0.0,2.956746597759446e-14
350.0,5.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
350.0,5.0,100.0,0.3451659028473808,1.15e-13,0.0,8.337470009355456e-14
350.0,5.0,200.0,0.5752765047456347,1.15e-13,0.0,5.90575374144646e-14
350.0,5.0,300.0,0.8053871066438886,1.15e-13,0.0,4.824833223044731e-14
350.0,5.0,400.0,1.0354977085421424,1.15e-13,0.0,4.1796445423175375e-14
350.0,5.0,500.0,1.2656083104403963,1.15e-13,0.0,3.739040973516833e-14
350.0,5.0,600.0,1.4957189123386503,1.15e-13,0.0,3.413659534382498e-14
350.0,5.0,700.0,1.7258295142369042,1.15e-13,0.0,3.16069770620507e-14
350.0,5.0,800.0,1.955940116135158,1.15e-13,0.0,2.956746597759446e-14
350.0,7.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
350.0,7.5,100.0,0.8944334757901196,1.15e-13,0.0,8.337470009355456e-14
350.0,7.5,200.0,1.4907224596501991,1.15e-13,0.0,5.90575374144646e-14
350.0,7.5,300.0,2.0870114435102787,1.15e-13,0.0,4.824833223044731e-14
350.0,7.5,400.0,2.6833004273703587,1.15e-13,0.0,4.1796445423175375e-14
350.0,7.5,500.0,3.2795894112304382,1.15e-13,0.0,3.739040973516833e-14
350.0,7.5,600.0,3.875878395090518,1.15e-13,0.0,3.413659534382498e-14
350.0,7.5,700.0,4.472167378950598,1.15e-13,0.0,3.16069770620507e-14
350.0,7.5,800.0,5.068456362810677,1.15e-13,0.0,2.956746597759446e-14
